symbol,shortName,sector,industry,marketCap,Market_Cap_B,trailingEps,forwardEps,trailingPE,forwardPE,priceToBook,ROE_%,ROA_%,debtToEquity,Dividend_Yield_%,beta,52W_High,52W_Low
AADI,Adaro Andalan Indonesia Tbk.,Energy,Thermal Coal,62100462370816.0,62100.462370816,1555.2,,5.127958,82711.055,17921.348,22.769000000000002,7.510000499999999,27.582,,,11375.0,5575.0
ABBA,Mahaka Media Tbk.,Communication Services,Publishing,224345882624.0,224.345882624,-1.45,,,,4.8747115,,1.8319999999999999,,,-0.593,97.0,16.0
ABDA,Asuransi Bina Dana Arta Tbk.,Financial Services,Insurance - Property & Casualty,1583056945152.0,1583.056945152,169.07,,15.08251,,0.9516623,6.563000400000001,2.7579999,,,-0.283,4060.0,2550.0
ABMM,ABM Investama Tbk.,Energy,Thermal Coal,8452216717312.0,8452.216717312,424.38,,7.2340827,,9839.743,8.2600005,0.7779999999999999,115.016,503.0,-0.844,3700.0,2550.0
ACES,Aspirasi Hidup Indonesia Tbk.,Consumer Cyclical,Specialty Retail,7340200296448.0,7340.200296448,46.44,57.45,9.216193,7.4499564,1.1490272,12.577,8.118,15.696,791.0,0.211,835.0,412.0
ACRO,Samcro Hyosung Adilestari Tbk.,Consumer Cyclical,Apparel Manufacturing,329574121472.0,329.574121472,,,,,1.7154827,4.7199998,2.894,22.559,2458.0,,131.0,50.0
ACST,Acset Indonusa Tbk.,Industrials,Engineering & Construction,2315445862400.0,2315.4458624,-27.0,,,,10.18821,-187.777,-3.63,727.154,,0.465,204.0,64.0
ADCP,Adhi Commuter Properti Tbk.,Real Estate,Real Estate - Development,1222222151680.0,1222.22215168,0.35,,157.14285,,0.45757833,0.29499999,0.10899999,47.994,,,75.0,50.0
ADES,Akasha Wira International Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,8848452616192.0,8848.452616192,1128.5,,13.291981,,3.2211742,27.583997999999998,17.063,0.001,,0.425,16900.0,8850.0
ADHI,Adhi Karya (Persero) Tbk,Industrials,Engineering & Construction,2169163087872.0,2169.163087872,22.32,229.87,11.55914,1.1223736,0.23979636,2.2090001000000004,1.1280000000000001,87.755,,0.487,318.0,150.0
ADMF,Adira Dinamika Multi Finance Tb,Financial Services,Credit Services,10820044980224.0,10820.044980224,1233.74,,7.153047,,0.74893266,10.748999600000001,3.746,151.896,797.0,0.293,10525.0,8400.0
ADMG,Polychem Indonesia Tbk,Basic Materials,Chemicals,633936281600.0,633.9362816,-20.1,,,,5433.3335,-4.1729997999999995,-1.101,0.072,,0.256,186.0,96.0
ADMR,Alamtri Minerals Indonesia Tbk.,Basic Materials,Coking Coal,53147032616960.0,53147.03261696,127.3,172.12,10.212097,7.5528703,35135.133,20.18,10.1210006,35.836,369.0,0.135,1540.0,700.0
ADRO,Alamtri Resources Indonesia Tbk,Energy,Thermal Coal,55100626173952.0,55100.626173952,230.11,516.36,8.213463,3.660237,11739.131,6.7909999999999995,3.611,14.189,1453.0,-0.383,3820.0,1600.0
AEGS,Anugerah Spareparts Sejahtera T,Consumer Cyclical,Auto Parts,88535105536.0,88.535105536,,,,,1.2862676,0.8719999,0.881,3.811,,1.678,101.0,24.0
AGAR,Asia Sejahtera Mina Tbk.,Consumer Defensive,Farm Products,236000002048.0,236.000002048,1.99,,118.592964,,2.6222222,1.9550001000000001,2.121,43.908,,,344.0,172.0
AGII,Samator Indo Gas Tbk.,Basic Materials,Chemicals,3879325138944.0,3879.325138944,27.96,,45.243206,,1.0404732,2.3239998,3.0350002000000003,97.005,68.0,-0.293,1950.0,675.0
AGRO,Bank Raya Indonesia Tbk.,Financial Services,Banks - Regional,5591351689216.0,5591.351689216,2.39,1.9,94.56067,118.94737,1.5731261,1.688,0.447,,,,272.0,155.0
AGRS,Bank IBK Indonesia Tbk.,Financial Services,Banks - Regional,3446235725824.0,3446.235725824,4.01,,17.95511,,0.59352076,3.621,0.9690000000000001,,,0.631,93.0,54.0
AHAP,Asuransi Harta Aman Pratama Tbk,Financial Services,Insurance - Property & Casualty,529199988736.0,529.199988736,-2.968,,,,2.4555502,-1.086,-0.557,13.92,,-0.104,113.0,53.0
AIMS,Artha Mahiya Investama Tbk.,Energy,Thermal Coal,81399996416.0,81.399996416,18.653,,19.83595,,489.418,-141.03,-11.727,1203.574,,1.479,575.0,250.0
AISA,FKS Food Sejahtera Tbk.,Consumer Defensive,Packaged Foods,536606539776.0,536.606539776,10.0,,14.1,,1.1697556,8.652999999999999,4.6479996,21.347,,0.343,183.0,93.0
AKKU,Anugerah Kagum Karya Utama Tbk.,Consumer Cyclical,Lodging,232180695040.0,232.18069504,0.113,,318.58408,,0.55163115,-2.121,-0.072999997,16.885,,0.557,50.0,12.0
AKPI,Argha Karya Prima Industry Tbk.,Consumer Cyclical,Packaging & Containers,355103834112.0,355.103834112,10.98,,52.82332,,0.19730939,0.40599997,1.625,73.03,143.0,0.396,740.0,476.0
AKRA,AKR Corporindo Tbk,Energy,Oil & Gas Refining & Marketing,26135695982592.0,26135.695982592,121.86,141.11,10.832103,9.354404,2.3172572,19.105,5.75,35.665,743.0,-0.44,1430.0,890.0
AKSI,Mineral Sumberdaya Mandiri Tbk.,Industrials,Trucking,292319985664.0,292.319985664,25.47,,15.940322,,1.7239769,-5.686999999999999,1.6239999,37.306,,1.934,492.0,135.0
ALDO,Alkindo Naratama Tbk.,Basic Materials,Paper & Paper Products,1470549983232.0,1470.549983232,1.9,,286.8421,,1.4162319,0.271,1.958,55.378,9.0,0.653,660.0,450.0
ALII,Ancara Logistics Indonesia Tbk.,Industrials,Marine Shipping,9732866703360.0,9732.86670336,19.03,,32.317394,12.775239,4.8628902,22.228001,8.866999,16.731,73.0,,770.0,324.0
ALKA,Alakasa Industrindo Tbk,Basic Materials,Aluminum,134512238592.0,134.512238592,37.913,,9.653681,,0.8670027,-2.4400001000000002,-1.8110000000000002,,,1.323,424.0,264.0
ALMI,Alumindo Light Metal Industry T,Basic Materials,Aluminum,282384007168.0,282.384007168,-44.06,,,,37000.0,-101.86,-8.126,349.694,,-0.593,76.0,74.0
ALTO,Tri Banyan Tirta Tbk.,Consumer Defensive,Beverages - Non-Alcoholic,39453667328.0,39.453667328,-3.582,,,,0.13290901,-13.364999999999998,-2.279,191.36,,0.05,28.0,13.0
AMAG,Asuransi Multi Artha Guna Tbk,Financial Services,Insurance - Property & Casualty,1881665961984.0,1881.665961984,51.45,,7.3858113,,0.9549658,13.561,3.174,,1058.0,-0.0,440.0,308.0
AMAN,Makmur Berkah Amanda Tbk.,Real Estate,Real Estate - Development,670115495936.0,670.115495936,15.86,,10.907945,,0.8180326,8.512,4.234999999999999,43.741,99.0,-0.396,210.0,88.0
AMAR,Bank Amar Indonesia Tbk.,Financial Services,Banks - Regional,4035062792192.0,4035.062792192,13.22,,16.944023,,1.1949534,7.1040004,4.686999699999999,,555.0,0.1,302.0,150.0
AMFG,Asahimas Flat Glass Tbk,Basic Materials,Building Materials,1505980055552.0,1505.980055552,319.93,,10.846123,,0.32977602,3.081,2.685,27.875,231.0,0.18,4680.0,2950.0
AMIN,Ateliers Mecaniques D Indonesie,Industrials,Specialty Industrial Machinery,285120004096.0,285.120004096,-15.726,,,,1.5412908,11.176,4.9850002,8.828,299.0,0.712,340.0,121.0
AMMN,Amman Mineral Internasional Tbk,Basic Materials,Other Precious Metals & Mining,458677710487552.0,458677.710487552,-61.74,,,,93014.7,-4.881,0.075,125.785,,-1.867,9775.0,4500.0
AMMS,Agung Menjangan Mas Tbk.,Consumer Defensive,Farm Products,607765987328.0,607.765987328,,,,,8.479543,0.22100000000000003,0.09000000400000001,,,1.367,494.0,28.0
AMOR,Ashmore Asset Management Indone,Financial Services,Asset Management,888951799808.0,888.951799808,33.0,51.2,12.181818,7.8515625,3.155218,24.931,12.4180004,3.886,813.0000000000001,0.749,850.0,392.0
AMRT,Sumber Alfaria Trijaya Tbk,Consumer Defensive,Grocery Stores,77650819284992.0,77650.819284992,73.84,119.5,25.325027,15.648536,4.4966516,17.877000000000002,6.329,10.566,183.0,-0.052,3170.0,1730.0
ANDI,Andira Agro Tbk.,Consumer Defensive,Farm Products,224399982592.0,224.399982592,11.8,,2.0338984,,1.7069701,-8.051,-3.9419996999999998,109.282,,0.277,38.0,5.0
ANJT,Austindo Nusantara Jaya Tbk.,Consumer Defensive,Farm Products,6590953947136.0,6590.953947136,162.35,,12.103479,,16106.558,7.625,5.612,35.078,,0.444,2810.0,695.0
ANTM,Aneka Tambang Tbk.,Basic Materials,Gold,72813218103296.0,72813.218103296,308.83,141.71,9.811223,21.381695,3.5790222,,,11.004,504.0,,3930.0,1355.0
APEX,Apexindo Pratama Duta Tbk.,Energy,Oil & Gas Drilling,744757985280.0,744.75798528,4.38,,47.945206,,11052.632,1.6480000000000001,2.8380001,172.459,,1.618,250.0,77.0
APIC,Pacific Strategic Financial Tbk,Financial Services,Insurance - Life,13354766696448.0,13354.766696448,8.25,,137.57576,,4.9876957,3.765,1.387,57.19,,-0.008,1280.0,995.0
APII,Arita Prima Indonesia Tbk.,Industrials,Tools & Accessories,202242883584.0,202.242883584,18.782,,10.009583,,0.48663688,2.2130001,3.141,37.909,,0.045,200.0,151.0
APLI,Asiaplast Industries Tbk,Consumer Cyclical,Packaging & Containers,596850049024.0,596.850049024,-0.53,,,,1.7402983,-0.209,0.099,19.394,110.00000000000001,-0.235,600.0,400.0
APLN,Agung Podomoro Land Tbk.,Real Estate,Real Estate - Development,2269932683264.0,2269.932683264,24.35,63.28,4.106776,1.5802782,0.20377016,4.7509998,3.159,39.925,,0.195,118.0,75.0
APSP,,,,,,,,,,,,,,,,,
ARCI,Archi Indonesia Tbk.,Basic Materials,Gold,29056951123968.0,29056.951123968,56.93,,20.551554,204188.48,83571.43,28.336,11.2270005,118.6,,1.203,1645.0,228.0
AREA,Dunia Virtual Online Tbk.,Technology,Information Technology Services,1358686453760.0,1358.68645376,,,,,5.689734,3.778,2.549,14.607,,,695.0,182.0
ARGO,Argo Pantes Tbk,Consumer Cyclical,Textile Manufacturing,3348927610880.0,3348.92761088,-6.54,,,,27.83274,-12.1079996,1.909,627.643,,0.111,2100.0,575.0
ARKA,Arkha Jayanti Persada Tbk.,Industrials,Specialty Business Services,60000002048.0,60.000002048,1.93,,15.544042,,0.5101347,3.052,0.40099999999999997,174.461,,,52.0,12.0
ARKO,Arkora Hydro Tbk.,Utilities,Utilities - Renewable,6003414794240.0,6003.41479424,16.08,,127.487564,,12.055987,10.14,0.713,194.954,,0.46,2090.0,675.0
ARNA,Arwana Citramulia Tbk,Industrials,Building Products & Equipment,3950106116096.0,3950.106116096,57.72,68.18,9.702009,8.213552,2.176008,22.981001,13.295999,4.95,775.0,0.283,755.0,510.0
ARTA,Arthavest Tbk,Consumer Cyclical,Lodging,1389156630528.0,1389.156630528,-5.0,,,,9.179511,4.1279997999999996,0.316,,89.0,-0.034,4770.0,1800.0
ARTI,Ratu Prabu Energi Tbk,Energy,Oil & Gas Equipment & Services,15680000000.0,15.68,1.87,,1.0695187,,-0.07147197,,1.0980001,,,-0.707,2.0,2.0
ARTO,Bank Jago Tbk.,Financial Services,Banks - Regional,27653354553344.0,27653.354553344,17.23,27.28,115.78642,73.13049,3.1629915,2.8099999,0.78799995,,,1.452,2770.0,1225.0
ASBI,Asuransi Bintang Tbk,Financial Services,Insurance - Diversified,167225507840.0,167.22550784,49.186,,9.758874,,0.3881856,5.175,-1.122,0.355,73.0,0.02,780.0,314.0
ASDM,Asuransi Dayin MitraTbk,Financial Services,Insurance - Diversified,236159991808.0,236.159991808,82.02,,7.4981713,,0.59753525,8.315999999999999,0.322,1.675,833.0,0.083,660.0,448.0
ASEI,,,,,,,,,,,,,,,,,
ASGR,Astra Graphia Tbk,Industrials,Specialty Business Services,1739926929408.0,1739.926929408,174.49,,7.3929734,,0.87080616,12.087,5.2490000000000006,1.051,458.0,0.104,1345.0,760.0
ASHA,Cilacap Samudera Fishing Indust,Consumer Defensive,Farm Products,309999992832.0,309.999992832,-3.15,,,,2.5653758,-27.435,-15.412999999999998,10.349,,1.534,103.0,10.0
ASII,Astra International Tbk,Industrials,Conglomerates,261118912102400.0,261118.9121024,806.98,767.86,7.9927635,8.399969,1.1498427,14.548999000000002,5.149,36.563,632.0,0.183,6725.0,4370.0
ASJT,Asuransi Jasa Tania Tbk,Financial Services,Insurance - Property & Casualty,203000004608.0,203.000004608,-0.01,,,,0.6025373,5.3489998,1.6420000000000001,,,0.272,175.0,90.0
ASLC,Autopedia Sukses Lestari Tbk.,Consumer Cyclical,Auto & Truck Dealerships,1121679179776.0,1121.679179776,2.73,,32.234432,19.130436,1.4840548,5.1859997,1.963,2.585,111.00000000000001,0.837,136.0,59.0
ASLI,Asri Karya Lestari Tbk.,Industrials,Engineering & Construction,1199999942656.0,1199.999942656,,,,,2.6040606,-3.3570003,-0.6819999999999999,9.438,,,230.0,50.0
ASMI,Asuransi Maximus Graha Persada ,Financial Services,Insurance - Property & Casualty,232917876736.0,232.917876736,2.92,,8.904109,,0.5921877,6.869,1.397,0.064,,-0.208,49.0,10.0
ASPI,Andalan Sakti Primaindo Tbk.,Consumer Cyclical,Residential Construction,523115233280.0,523.11523328,-1.354,,,,8.760478,0.567,0.241,4.701,,0.295,1125.0,102.0
ASRM,Asuransi Ramayana Tbk,Financial Services,Insurance - Property & Casualty,411513487360.0,411.51348736,15.25,,21.114754,,0.7743176,2.9000001,-0.265,28.247,,0.09,523.8095,249.5238
ASSA,Adi Sarana Armada Tbk.,Industrials,Rental & Leasing Services,4134074056704.0,4134.074056704,102.9,40.96,10.884354,27.34375,1.8847476,18.5,7.628,134.726,450.0,0.308,1170.0,452.0
ASTG,,,,,,,,,,,,,,,,,
ATIC,Anabatic Technologies Tbk.,Technology,Information Technology Services,1458677612544.0,1458.677612544,95.33,,6.6086226,,2.655024,55.866003,7.967999600000001,196.558,,0.764,935.0,328.0
ATLA,Atlantis Subsea Indonesia Tbk.,Energy,Oil & Gas Equipment & Services,402970705920.0,402.97070592,0.42,,154.76192,,2.4434254,1.548,1.7420000000000002,1.065,140.0,,99.0,50.0
ATPK,,,,,,,,,,,,,,,,194.0,194.0
AUTO,Astra Otoparts Tbk,Consumer Cyclical,Auto Parts,12772292165632.0,12772.292165632,430.04,413.97,6.162217,6.40143,0.8343816,13.855999999999998,3.2360002,3.8,738.0,-0.059,2740.0,1775.0
AVIA,Avia Avian Tbk.,Basic Materials,Specialty Chemicals,26717091528704.0,26717.091528704,27.97,28.68,15.874151,15.481172,2.7024066,17.052999,10.216,0.347,495.0,-0.034,476.0,336.0
AWAN,Era Digital Media Tbk.,Communication Services,Internet Content & Information,858749992960.0,858.74999296,,,,,10.3859415,4.401999999999999,4.340999999999999,14.636,,0.076,458.0,208.0
AXIO,Tera Data Indonusa Tbk.,Technology,Computer Hardware,759216472064.0,759.216472064,,,,,1.4954045,11.219999999999999,5.617,31.015,606.0,0.12,178.0,98.0
AYAM,Janu Putra Sejahtera Tbk.,Consumer Defensive,Farm Products,1231999991808.0,1231.999991808,,,,,6.4499917,-8.046000000000001,-2.479,23.08,,,338.0,130.0
AYLS,Agro Yasa Lestari Tbk.,Consumer Defensive,Food Distribution,213355806720.0,213.35580672,-2.127,,,,5.2247696,-5.791,-4.3740000000000006,,,0.461,284.0,52.0
BABP,Bank MNC Internasional Tbk.,Financial Services,Banks - Regional,2445244891136.0,2445.244891136,1.93,,28.49741,,0.65954363,2.379,0.44400003,,,0.608,69.0,50.0
BACA,Bank Capital Indonesia Tbk.,Financial Services,Banks - Regional,2853282512896.0,2853.282512896,4.59,,31.154682,,0.42631975,1.525,0.40099999999999997,,,0.462,174.0,127.0
BAIK,Bersama Mencapai Puncak Tbk.,Consumer Cyclical,Restaurants,115875282944.0,115.875282944,,,,,0.87199455,2.487,2.844,1.271,,,155.0,58.0
BAJA,Saranacentral Bajatama Tbk.,Basic Materials,Steel,306000003072.0,306.000003072,-32.23,,,,8.045053,-84.879,-0.8460000000000001,1222.125,,1.007,222.0,62.0
BALI,Bali Towerindo Sentra Tbk.,Communication Services,Telecom Services,4701837852672.0,4701.837852672,45.29,,26.385515,,1.8646004,7.031999999999999,5.4279998,134.884,418.0,-0.235,2100.0,1100.0
BAPA,Bekasi Asri Pemula Tbk,Real Estate,Real Estate - Development,66840236032.0,66.840236032,-8.58,,,,0.57803136,-4.018,-2.044,2.594,,-0.432,104.0,50.0
BAPI,Bhakti Agung Propertindo Tbk.,Real Estate,Real Estate - Development,128615538688.0,128.615538688,-0.18,,,,0.30707198,-1.438,-0.23900000000000002,38.843,,-0.089,44.0,7.0
BATA,Sepatu Bata Tbk,Consumer Cyclical,Footwear & Accessories,83200000000.0,83.2,-54.2,,,,-1.1141866,,-13.166,,,0.55,80.0,37.0
BAUT,Mitra Angkasa Sejahtera Tbk.,Industrials,Tools & Accessories,196807491584.0,196.807491584,,,,,1.144548,-10.5790004,-4.8410002,12.889,110.00000000000001,0.841,53.0,14.0
BAYU,Bayu Buana Tbk,Consumer Cyclical,Travel Services,462719221760.0,462.71922176,23.536,,55.659416,,0.8641731,20.677,7.192,,763.0,0.096,1460.0,1045.0
BBCA,Bank Central Asia Tbk,Financial Services,Banks - Regional,1035272540127232.0,1035272.540127232,463.68,482.48,18.115942,17.410048,3.7453468,21.471001,3.8469999999999995,,357.0,0.152,10425.0,7225.0
BBHI,Allo Bank Indonesia Tbk.,Financial Services,Banks - Regional,32160780124160.0,32160.78012416,26.31,,56.252377,,4.352032,7.452,3.549,,73.0,,1695.0,555.0
BBKP,Bank KB Indonesia Tbk.,Financial Services,Banks - Regional,13340015329280.0,13340.01532928,-18.16,137.55,,0.5161759,1.6091745,-33.997001999999995,-3.859,,,1.349,99.0,50.0
BBLD,Buana Finance Tbk,Financial Services,Credit Services,1489445453824.0,1489.445453824,26.34,,34.35839,,1.0506811,3.075,0.6179999599999999,421.919,133.0,0.09,1405.0,555.0
BBMD,Bank Mestika Dharma Tbk.,Financial Services,Banks - Regional,8259705503744.0,8259.705503744,85.08,,24.094969,,1.5442061,6.589,2.089,,167.0,-0.073,2300.0,1700.0
BBNI,Bank Negara Indonesia  (Persero,Financial Services,Banks - Regional,166165322137600.0,166165.3221376,544.12,674.55,8.196721,6.6118155,0.9964498,12.262998999999999,1.7510000000000001,,839.0,0.106,5175.0,3610.0
BBRI,Bank Rakyat Indonesia (Persero),Financial Services,Banks - Regional,603204802838528.0,603204.802838528,371.2,440.19,10.721982,9.041551,1.8096601,16.936001,2.767,,1050.0,0.232,4530.0,3360.0
BBRM,Pelayaran Nasional Bina Buana R,Industrials,Marine Shipping,746195189760.0,746.19518976,13.0,,6.769231,,17600.0,16.916001,9.1230005,8.161,,0.387,112.0,67.0
BBSS,Bumi Benowo Sukses Sejahtera Tb,Industrials,Engineering & Construction,1670405554176.0,1670.405554176,5.09,,68.36935,,6.79316,-0.42100000000000004,-0.32300001,,,-0.398,446.0,144.0
BBTN,Bank Tabungan Negara (Persero) ,Financial Services,Banks - Regional,16981677834240.0,16981.67783424,230.02,284.09,5.260412,4.2592134,0.48962954,9.679,0.66799996,,443.0,0.337,1450.0,755.0
BBYB,Bank Neo Commerce Tbk.,Financial Services,Banks - Regional,4993080360960.0,4993.08036096,36.01,,10.386004,6.550486,1.2078543,12.336001000000001,2.6020000000000003,,,0.818,430.0,148.0
BCAP,MNC Kapital Indonesia Tbk.,Financial Services,Financial Conglomerates,2386655707136.0,2386.655707136,3.13,,17.891373,,0.46184424,2.4410000000000003,0.5579999999999999,65.795,,-0.19,84.0,50.0
BCIC,Bank JTrust Indonesia Tbk.,Financial Services,Banks - Regional,2752708083712.0,2752.708083712,-42.154,,,,0.69734687,-2.3970000000000002,-0.233,,,0.089,228.0,131.0
BCIP,Bumi Citra Permai Tbk.,Real Estate,Real Estate - Development,155860795392.0,155.860795392,11.59,,9.404659,,0.3122538,3.6700000000000004,0.827,3.525,,,131.0,50.0
BDKR,Berdikari Pondasi Perkasa Tbk.,Industrials,Engineering & Construction,793817055232.0,793.817055232,-0.49,,,,1.0537143,-2.221,1.191,30.524,59.0,1.154,270.0,101.0
BDMN,Bank Danamon Indonesia Tbk.,Financial Services,Banks - Regional,24922558562304.0,24922.558562304,376.43,355.38,6.774168,7.175418,0.46893904,7.1830004,1.5110000000000001,,448.00000000000006,-0.137,2670.0,2270.0
BEBS,Berkah Beton Sadaya Tbk.,Basic Materials,Building Materials,224999997440.0,224.99999744,-0.84,,,,0.27855152,-4.501,-3.274,0.466,,-0.311,10.0,4.0
BEEF,Estika Tata Tiara Tbk.,Consumer Defensive,Packaged Foods,5034554687488.0,5034.554687488,19.35,,32.041344,,13.987906,58.069,9.167,248.581,,1.216,920.0,94.69026
BEER,Jobubu Jarum Minahasa Tbk.,Consumer Defensive,Beverages - Wineries & Distilleries,823999987712.0,823.999987712,,,,,3.497275,3.042,2.473,5.591,56.99999999999999,0.558,240.0,62.0
BEKS,Bank Pembangunan Daerah Banten ,Financial Services,Banks - Regional,1400501829632.0,1400.501829632,0.82,,32.92683,,0.81347346,2.5050000999999997,0.496,,,,36.0,21.0
BELL,Trisula Textile Industries Tbk.,Consumer Cyclical,Textile Manufacturing,526507442176.0,526.507442176,0.065,,1123.0769,,2.2460847,2.8800000999999997,2.645,65.064,95.0,-0.111,106.0,35.0
BEST,Bekasi Fajar Industrial Estate ,Real Estate,Real Estate Services,993673019392.0,993.673019392,0.79,26.8,130.37975,3.8432837,0.22550087,0.174,1.2669998999999998,27.107,,0.12,139.0,74.0
BFIN,BFI Finance  Indonesia Tbk,Financial Services,Credit Services,11505127915520.0,11505.12791552,107.03,111.5,7.1475286,6.8609867,1.0549047,15.296000000000001,6.5280000000000005,123.004,831.0,0.784,970.0,695.0
BHIT,MNC Asia Holding Tbk.,Communication Services,Entertainment,2756910514176.0,2756.910514176,2.1,,15.714287,,0.15696272,1.8800000000000001,1.9789999999999999,27.166,,0.181,41.0,22.0
BIKA,Binakarya Jaya Abadi Tbk.,Real Estate,Real Estate - Development,32575399936.0,32.575399936,106.549,,0.5161944,,-0.19020678,,-0.19,,,0.373,55.0,55.0
BIMA,Primarindo Asia Infrastructure ,Consumer Cyclical,Footwear & Accessories,49870409728.0,49.870409728,-33.322,,,,0.9813895,-41.451,-2.7720000000000002,247.392,,-0.466,117.0,34.0
BINA,Bank Ina Perdana Tbk.,Financial Services,Banks - Regional,27483529281536.0,27483.529281536,0.9,,4977.778,,7.427881,0.121,0.017000001,,,0.093,4860.0,4010.0
BINO,Perma Plasindo Tbk.,Industrials,Business Equipment & Supplies,336746807296.0,336.746807296,5.594,,26.456919,,0.8331082,-11.681999999999999,-5.6220002,3.451,56.99999999999999,,278.0,104.0
BIPI,Astrindo Nusantara Infrastruktu,Industrials,Infrastructure Operations,5224235794432.0,5224.235794432,2.21,15.86,37.104073,5.17024,11714.285,0.40800000000000003,2.547,120.811,,0.564,110.0,65.0
BIPP,Bhuwanatala Indah Permai Tbk.,Real Estate,Real Estate - Diversified,226290122752.0,226.290122752,0.43,,104.65116,,0.27550232,0.059999997,1.6390001,62.905,,-0.019,57.0,25.0
BIRD,Blue Bird Tbk.,Industrials,Railroads,4441227395072.0,4441.227395072,252.92,242.37,7.0180297,7.323514,0.73250455,10.624,5.1230002,24.688,680.0,0.261,2090.0,1375.0
BISI,BISI International Tbk,Basic Materials,Agricultural Inputs,2684999958528.0,2684.999958528,47.52,,18.834175,,0.79052156,4.29,2.895,,313.0,0.129,1200.0,850.0
BJBR,Bank Pembangunan Daerah Jawa Ba,Financial Services,Banks - Regional,8469762015232.0,8469.762015232,94.8,205.0,8.491561,3.9268293,0.5010213,7.266,0.644,,1066.0,0.132,1005.0,710.0
BJTM,Bank Pembangunan Daerah Jawa Ti,Financial Services,Banks - Regional,8258523758592.0,8258.523758592,94.05,88.7,5.847953,6.2006764,0.63361865,11.063,1.307,,994.9999999999999,0.279,590.0,450.0
BKDP,Bukit Darmo Property Tbk,Real Estate,Real Estate Services,285531701248.0,285.531701248,-4.86,,,,0.89618415,-10.837,-2.574,97.098,,-0.131,54.0,27.0
BKSL,Sentul City Tbk.,Real Estate,Real Estate - Development,23479246127104.0,23479.246127104,0.37,,378.3784,,1.6221352,0.409,0.9780000000000001,13.706,,0.122,174.0,38.0
BKSW,Bank QNB Indonesia Tbk.,Financial Services,Banks - Regional,2214957154304.0,2214.957154304,0.06,,1050.0,,0.46448874,0.049,0.018999999,,,-0.182,103.0,50.0
BLTA,Berlian Laju Tanker Tbk,Industrials,Marine Shipping,803183984640.0,803.18398464,1.78,,17.415731,,10333.333,4.2630002000000005,5.380999999999999,99.956,,-0.105,45.0,19.0
BLTZ,Graha Layar Prima Tbk.,Communication Services,Entertainment,2315933450240.0,2315.93345024,-62.01,,,,5.5626225,-12.198,4.6269998,297.285,,0.497,3300.0,1800.0
BLUE,Berkah Prima Perkasa Tbk.,Technology,Electronics & Computer Distribution,1224740044800.0,1224.7400448,28.006,,104.62044,,11.909456,14.687,10.780000000000001,0.965,80.0,1.145,4050.0,282.0
BMAS,Bank Maspion Indonesia Tbk.,Financial Services,Banks - Regional,12490837590016.0,12490.837590016,-14.94,,,,1.9193217,-4.0760003000000005,-1.222,,,0.508,870.0,460.0
BMHS,Bundamedik Tbk.,Healthcare,Medical Care Facilities,1316322672640.0,1316.32267264,1.41,,108.51064,36.428574,0.7660533,0.8690000499999999,1.4160000000000001,61.401,42.0,-0.275,300.0,143.0
BMRI,Bank Mandiri (Persero) Tbk,Financial Services,Banks - Regional,450800002269184.0,450800.002269184,551.81,663.48,8.753013,7.2797976,1.6006761,18.354,2.31,,973.0,-0.012,6600.0,4010.0
BMSR,Bintang Mitra Semestaraya Tbk,Basic Materials,Chemicals,361670410240.0,361.67041024,-71.04,,,,0.4321192,-9.799,-2.4519999,41.861,,-1.053,378.0,230.0
BMTR,Global Mediacom Tbk,Communication Services,Entertainment,2354761695232.0,2354.761695232,32.1,74.1,4.4859815,1.9433199,0.1409504,2.617,2.708,19.031,,0.313,204.0,118.0
BNBA,Bank Bumi Arta Tbk,Financial Services,Banks - Regional,2117500010496.0,2117.500010496,5.75,,108.695656,,0.6611098,0.607,0.233,,,-0.441,900.0,490.0
BNBR,Bakrie & Brothers Tbk,Industrials,Conglomerates,7803756871680.0,7803.75687168,4.5,,10.0,,2.287864,6.3950000000000005,2.167,29.922,,-0.183,61.0,25.0
BNGA,Bank CIMB Niaga Tbk.,Financial Services,Banks - Regional,45766521389056.0,45766.521389056,276.82,282.92,6.5385447,6.3975677,0.8112943,12.873999999999999,1.928,,856.0,0.191,1855.0,1550.0
BNII,Bank Maybank Indonesia Tbk.,Financial Services,Banks - Regional,15852760989696.0,15852.760989696,20.29,,10.251355,,0.4992667,5.119,0.8340000000000001,,284.0,0.461,226.0,176.0
BNLI,Bank Permata Tbk,Financial Services,Banks - Regional,184524696715264.0,184524.696715264,102.0,,50.0,,4.0752826,8.382000000000001,1.3990001,,59.0,0.939,6500.0,925.0
BOGA,Bintang Oto Global Tbk.,Consumer Cyclical,Auto & Truck Dealerships,2053904138240.0,2053.90413824,-7.12,,,,4.447922,-5.7140004,-0.16300001,56.049,,0.067,720.0,482.0
BOLA,Bali Bintang Sejahtera Tbk.,Communication Services,Entertainment,1013999992832.0,1013.999992832,14.39,,11.7442665,,1.6198289,3.934,1.055,2.554,,-0.19,250.0,76.0
BOLT,Garuda Metalindo Tbk.,Industrials,Tools & Accessories,2613281030144.0,2613.281030144,58.2,,19.158075,,3.1891496,16.138001,8.465,32.603,179.0,0.041,1430.0,1040.0
BOBA,Formosa Ingredient Factory Tbk.,Consumer Defensive,Packaged Foods,221904011264.0,221.904011264,16.966,,11.3167515,,1.3241471,12.716,9.109,0.191,366.0,0.44,256.0,140.0
